"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.0574712643678161,0.0574712643678161,0.0747126436781609,0.0747126436781609,0.0574712643678161,0.0747126436781609,0.0574712643678161,0.0574712643678161,0.0747126436781609,0.126436781609195,0.0574712643678161,0.0574712643678161,0.0574712643678161,0.0574712643678161,0.0574712643678161
"2",0.0773809523809524,0.0595238095238095,0.0595238095238095,0.0773809523809524,0.0595238095238095,0.0595238095238095,0.0595238095238095,0.0952380952380952,0.0773809523809524,0.0773809523809524,0.0595238095238095,0.0595238095238095,0.0595238095238095,0.0595238095238095,0.0595238095238095
"3",0.0747126436781609,0.0574712643678161,0.0574712643678161,0.0747126436781609,0.0747126436781609,0.0574712643678161,0.0574712643678161,0.0747126436781609,0.0574712643678161,0.0747126436781609,0.0747126436781609,0.0747126436781609,0.0574712643678161,0.0574712643678161,0.0747126436781609
"4",0.0919540229885058,0.0574712643678161,0.0574712643678161,0.0574712643678161,0.0747126436781609,0.0574712643678161,0.0574712643678161,0.0919540229885058,0.0574712643678161,0.0747126436781609,0.0574712643678161,0.0747126436781609,0.0747126436781609,0.0574712643678161,0.0574712643678161
"5",0.0787878787878788,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0787878787878788,0.0787878787878788,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0787878787878788,0.0787878787878788,0.0606060606060606,0.0606060606060606,0.0606060606060606
"6",0.0833333333333333,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0833333333333333,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641
"7",0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0802469135802469,0.0987654320987654,0.0802469135802469,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284
"8",0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0987654320987654,0.0802469135802469,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0802469135802469,0.0617283950617284,0.0617283950617284,0.0617283950617284
"9",0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0987654320987654,0.0802469135802469,0.0802469135802469,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284,0.0617283950617284
"10",0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0817610062893082,0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0817610062893082,0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0817610062893082,0.0628930817610063,0.0628930817610063
